nr,i1_legid,i1_rcs_p,i1_rcs_e,i1_dep_1_p,i1_dep_1_e,i1_dep_1_place,i1_rcf_1_p,i1_rcf_1_e,i1_rcf_1_place,i1_dep_2_p,i1_dep_2_e,i1_dep_2_place,i1_rcf_2_p,i1_rcf_2_e,i1_rcf_2_place,i1_dep_3_p,i1_dep_3_e,i1_dep_3_place,i1_rcf_3_p,i1_rcf_3_e,i1_rcf_3_place,i1_dlv_p,i1_dlv_e,i1_hops,i2_legid,i2_rcs_p,i2_rcs_e,i2_dep_1_p,i2_dep_1_e,i2_dep_1_place,i2_rcf_1_p,i2_rcf_1_e,i2_rcf_1_place,i2_dep_2_p,i2_dep_2_e,i2_dep_2_place,i2_rcf_2_p,i2_rcf_2_e,i2_rcf_2_place,i2_dep_3_p,i2_dep_3_e,i2_dep_3_place,i2_rcf_3_p,i2_rcf_3_e,i2_rcf_3_place,i2_dlv_p,i2_dlv_e,i2_hops,i3_legid,i3_rcs_p,i3_rcs_e,i3_dep_1_p,i3_dep_1_e,i3_dep_1_place,i3_rcf_1_p,i3_rcf_1_e,i3_rcf_1_place,i3_dep_2_p,i3_dep_2_e,i3_dep_2_place,i3_rcf_2_p,i3_rcf_2_e,i3_rcf_2_place,i3_dep_3_p,i3_dep_3_e,i3_dep_3_place,i3_rcf_3_p,i3_rcf_3_e,i3_rcf_3_place,i3_dlv_p,i3_dlv_e,i3_hops,o_legid,o_rcs_p,o_rcs_e,o_dep_1_p,o_dep_1_e,o_dep_1_place,o_rcf_1_p,o_rcf_1_e,o_rcf_1_place,o_dep_2_p,o_dep_2_e,o_dep_2_place,o_rcf_2_p,o_rcf_2_e,o_rcf_2_place,o_dep_3_p,o_dep_3_e,o_dep_3_place,o_rcf_3_p,o_rcf_3_e,o_rcf_3_place,o_dlv_p,o_dlv_e,o_hops,legs
1161,4193,705,119,240,769,815,215,184,128,?,?,?,?,?,?,?,?,?,?,?,?,4890,458,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13471,31633,30714,90,972,128,865,459,699,?,?,?,?,?,?,?,?,?,?,?,?,3780,200,1,1
1162,6957,372,53,240,533,128,960,677,476,?,?,?,?,?,?,?,?,?,?,?,?,3960,1196,1,7998,1135,122,180,1171,538,1133,974,476,?,?,?,?,?,?,?,?,?,?,?,?,4080,6384,1,5313,206,116,180,220,610,235,115,128,610,743,128,780,631,476,?,?,?,?,?,?,4140,1869,2,4914,493,197,480,687,476,720,748,349,?,?,?,?,?,?,?,?,?,?,?,?,550,3393,1,3
1163,8777,3858,3236,90,649,700,800,371,671,?,?,?,?,?,?,?,?,?,?,?,?,3780,1053,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3073,1567,1465,90,131,671,820,543,700,975,1256,700,1070,679,262,?,?,?,?,?,?,3780,19,2,1
1164,3764,1338,146,240,1372,815,620,572,216,?,?,?,?,?,?,?,?,?,?,?,?,6300,738,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5471,220,271,300,189,216,690,523,798,390,585,798,720,633,349,?,?,?,?,?,?,3960,341,2,1
1165,6328,1473,1280,90,224,485,1250,901,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,1573,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2310,5308,5034,90,330,700,850,456,628,?,?,?,?,?,?,?,?,?,?,?,?,3780,716,1,1
1166,10698,317,104,270,470,700,810,819,349,?,?,?,?,?,?,?,?,?,?,?,?,550,768,1,7131,1721,1371,300,595,753,1275,1051,128,765,1485,128,810,144,349,?,?,?,?,?,?,3960,298,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3743,276,136,270,359,349,1100,1118,597,?,?,?,?,?,?,?,?,?,?,?,?,335,5425,1,2
1167,5351,970,410,150,666,610,140,186,128,1515,1472,128,1290,1242,286,?,?,?,?,?,?,3720,4839,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3905,3355,1498,240,2041,286,985,1002,128,?,?,?,?,?,?,?,?,?,?,?,?,3960,1619,1,1
1168,1728,1223,560,240,856,456,1015,979,128,?,?,?,?,?,?,?,?,?,?,?,?,3960,1398,1,6339,1010,1028,300,236,413,1000,951,128,?,?,?,?,?,?,?,?,?,?,?,?,3960,1230,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13438,854,160,240,1139,128,1630,1287,468,?,?,?,?,?,?,?,?,?,?,?,?,3960,1049,1,2
1169,4497,1011,83,240,1147,815,760,465,299,?,?,?,?,?,?,?,?,?,?,?,?,3540,946,1,11848,959,852,180,305,671,880,997,299,?,?,?,?,?,?,?,?,?,?,?,?,6660,2422,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9556,16957,13257,90,3725,299,820,600,700,725,963,700,695,229,561,?,?,?,?,?,?,3780,4388,2,2
1170,8870,1391,791,90,630,700,535,126,468,?,?,?,?,?,?,?,?,?,?,?,?,3780,1427,1,10219,808,366,150,543,721,115,142,128,775,764,128,755,699,468,?,?,?,?,?,?,4290,260,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1935,392,242,180,273,468,965,992,349,?,?,?,?,?,?,?,?,?,?,?,?,385,1400,1,2
1171,4435,2511,2404,90,240,671,790,557,700,875,1009,700,1625,1153,476,?,?,?,?,?,?,3780,1239,2,851,2324,2164,90,219,671,795,425,700,970,1478,700,1810,1254,476,?,?,?,?,?,?,3780,2592,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8663,1250,382,300,1123,476,1005,861,671,?,?,?,?,?,?,?,?,?,?,?,?,1200,681,1,2
1172,8967,478,135,90,377,700,1275,899,815,?,?,?,?,?,?,?,?,?,?,?,?,3780,13,1,4025,993,231,210,912,233,1000,723,815,?,?,?,?,?,?,?,?,?,?,?,?,6290,763,1,9938,5590,493,300,5345,628,910,637,128,1325,1703,128,1500,867,815,?,?,?,?,?,?,3960,1834,2,3630,398,158,135,317,815,845,726,371,?,?,?,?,?,?,?,?,?,?,?,?,5220,3487,1,3
1173,3403,1106,501,90,660,700,860,447,413,?,?,?,?,?,?,?,?,?,?,?,?,3780,116,1,599,380,49,165,500,128,1275,972,413,?,?,?,?,?,?,?,?,?,?,?,?,3960,818,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9484,1949,1754,90,251,413,860,600,700,1355,1614,700,815,635,206,?,?,?,?,?,?,3780,27120,2,2
1174,8394,537,405,90,180,113,1130,779,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,190,1,14516,1169,697,90,2404,485,1250,852,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,392,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13072,4727,4158,90,596,700,625,222,174,?,?,?,?,?,?,?,?,?,?,?,?,3780,546,1,2
1175,1125,4130,3317,90,838,456,905,567,700,90,429,700,2320,1505,411,?,?,?,?,?,?,3420,2805,2,9108,740,100,240,826,727,390,200,128,1300,1512,128,915,299,411,?,?,?,?,?,?,3960,13526,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5381,1750,1485,90,295,411,1875,1526,700,450,819,700,940,668,196,?,?,?,?,?,?,3780,6073,2,2
1176,10297,980,579,240,583,485,370,214,610,?,?,?,?,?,?,?,?,?,?,?,?,4020,3988,1,8147,1194,1031,180,337,411,675,580,128,245,293,128,225,1020,610,?,?,?,?,?,?,4140,2150,2,10289,190,176,180,140,485,540,149,610,?,?,?,?,?,?,?,?,?,?,?,?,2850,652,1,6049,425,374,150,142,610,520,264,281,?,?,?,?,?,?,?,?,?,?,?,?,2855,4795,1,3
1177,2738,360,245,300,409,555,870,689,341,?,?,?,?,?,?,?,?,?,?,?,?,1620,200,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,158,5890,3903,420,2847,341,985,1035,349,?,?,?,?,?,?,?,?,?,?,?,?,550,3026,1,1
1178,6719,667,339,90,349,485,1250,966,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,2,1,5690,35706,34910,90,836,256,1240,1034,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,191,1,8381,1188,1039,90,186,113,1130,697,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,61,1,6476,1183,927,90,283,700,625,313,174,?,?,?,?,?,?,?,?,?,?,?,?,3780,278,1,3
1179,62,1195,1155,300,323,789,1050,886,128,350,384,128,510,492,233,?,?,?,?,?,?,3960,1329,2,1016,1729,1485,300,494,753,1275,1061,128,1065,1469,128,510,223,233,?,?,?,?,?,?,4020,87,2,2701,2561,1740,240,1028,456,1030,953,128,485,401,128,510,513,233,?,?,?,?,?,?,3960,62,2,7216,38278,37391,90,1854,233,1430,1352,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,1785,1,3
1180,4652,122,126,240,174,815,240,404,349,?,?,?,?,?,?,?,?,?,?,?,?,5250,338,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,12945,2732,790,780,2709,349,1114,956,468,?,?,?,?,?,?,?,?,?,?,?,?,341,916,1,1
1181,12199,1473,1226,180,394,809,545,734,128,?,?,?,?,?,?,?,?,?,?,?,?,4140,175,1,2960,291,146,90,265,579,1005,720,128,?,?,?,?,?,?,?,?,?,?,?,?,3780,41,1,5305,1013,412,150,693,610,185,176,128,?,?,?,?,?,?,?,?,?,?,?,?,4200,231,1,5789,76,41,240,232,128,218,143,783,?,?,?,?,?,?,?,?,?,?,?,?,682,539,1,3
1182,4197,743,218,210,675,233,1000,900,815,605,721,815,535,241,243,?,?,?,?,?,?,2880,5502,2,4737,845,126,240,927,815,535,388,243,?,?,?,?,?,?,?,?,?,?,?,?,2880,10027,1,4014,707,203,210,664,233,1000,979,815,605,619,815,535,512,243,?,?,?,?,?,?,2880,81961,2,2007,1388,60,180,728,243,545,1148,815,?,?,?,?,?,?,?,?,?,?,?,?,5400,1380,1,3
1183,8203,14715,14326,300,720,555,760,665,371,?,?,?,?,?,?,?,?,?,?,?,?,1500,144,1,8159,10255,10236,300,299,555,735,561,371,?,?,?,?,?,?,?,?,?,?,?,?,1560,104,1,10601,1475,320,300,1445,308,840,680,371,?,?,?,?,?,?,?,?,?,?,?,?,1560,120,1,14590,1845,1740,300,373,371,1015,694,308,10,309,308,2630,2385,761,?,?,?,?,?,?,1620,2259,2,3
1184,21,2969,2627,300,585,609,820,756,815,?,?,?,?,?,?,?,?,?,?,?,?,5315,2614,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9760,134,61,240,253,815,290,234,485,?,?,?,?,?,?,?,?,?,?,?,?,5160,1221,1,1
1185,9723,442,257,150,275,610,195,155,349,?,?,?,?,?,?,?,?,?,?,?,?,385,908,1,11584,71,20,480,386,341,1015,1028,349,?,?,?,?,?,?,?,?,?,?,?,?,460,1901,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,674,13721,13079,90,668,349,1215,878,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,196,1,2
1186,6833,2706,2211,90,521,700,815,424,206,?,?,?,?,?,?,?,?,?,?,?,?,3780,20340,1,14150,1315,928,240,591,128,845,502,206,?,?,?,?,?,?,?,?,?,?,?,?,3960,637,1,9258,1280,905,90,405,700,815,420,206,?,?,?,?,?,?,?,?,?,?,?,?,3780,3000,1,7768,2270,1183,90,1138,206,805,537,700,240,1275,700,925,502,671,?,?,?,?,?,?,3780,861,2,3
1187,13400,580,290,180,410,151,645,262,308,575,969,308,880,693,341,?,?,?,?,?,?,1620,401,2,2792,1917,713,300,1459,144,790,2127,341,?,?,?,?,?,?,?,?,?,?,?,?,4080,2910,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,11248,3334,1727,420,1989,341,1015,968,349,?,?,?,?,?,?,?,?,?,?,?,?,550,2363,1,2
1188,9282,4499,4246,90,289,700,1470,972,476,?,?,?,?,?,?,?,?,?,?,?,?,3780,1009,1,8189,1795,1692,150,193,349,55,86,815,930,909,815,940,796,476,?,?,?,?,?,?,6990,1245,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,96,160,115,180,163,476,675,838,815,1400,1241,815,225,179,649,?,?,?,?,?,?,4740,4393,2,2
1189,7475,1525,1070,300,739,609,720,532,256,?,?,?,?,?,?,?,?,?,?,?,?,4140,1709,1,35,513,90,270,644,216,735,564,815,1580,1741,815,255,722,256,?,?,?,?,?,?,5160,822,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8492,1558,1268,90,320,256,1240,913,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,281,1,2
1190,621,279,361,240,114,750,420,163,128,555,819,128,395,119,361,?,?,?,?,?,?,3960,1333,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5698,1015,390,240,813,361,400,250,128,1515,1696,128,960,669,597,?,?,?,?,?,?,3960,5793,2,1
1191,254,161,77,240,255,476,975,750,815,?,?,?,?,?,?,?,?,?,?,?,?,5040,2238,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8744,1301,281,90,1050,815,1220,1003,700,215,432,700,605,182,698,?,?,?,?,?,?,3780,1139,2,1
1192,6706,203,120,150,177,128,110,79,815,?,?,?,?,?,?,?,?,?,?,?,?,4230,513,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1470,1434,342,90,1123,815,1210,1008,700,220,416,700,605,198,698,?,?,?,?,?,?,3780,16918,2,1
1193,6462,2354,1349,90,1034,700,585,234,257,?,?,?,?,?,?,?,?,?,?,?,?,3780,5727,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13858,1555,256,90,1328,257,575,332,700,2610,2871,700,1240,866,281,?,?,?,?,?,?,3780,1218,2,1
1194,227,199,60,240,313,476,975,729,815,?,?,?,?,?,?,?,?,?,?,?,?,5040,14,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4735,855,61,240,986,815,740,515,206,?,?,?,?,?,?,?,?,?,?,?,?,5100,10851,1,1
1195,7227,3243,2138,780,1855,349,1245,1097,671,?,?,?,?,?,?,?,?,?,?,?,?,335,12,1,6515,1305,591,90,745,700,795,342,671,?,?,?,?,?,?,?,?,?,?,?,?,3780,1786,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,12112,2613,1989,180,744,671,945,948,349,?,?,?,?,?,?,?,?,?,?,?,?,550,857,1,2
1196,2730,1111,196,90,951,635,795,524,700,1715,1992,700,1275,921,815,?,?,?,?,?,?,3780,75,2,9445,231,80,150,244,614,455,178,815,?,?,?,?,?,?,?,?,?,?,?,?,3565,888,1,407,1070,127,180,1063,597,1055,969,815,?,?,?,?,?,?,?,?,?,?,?,?,5040,2204,1,10487,273,123,240,335,815,830,753,174,?,?,?,?,?,?,?,?,?,?,?,?,5400,416,1,3
1197,10919,145,29,135,206,815,295,208,527,?,?,?,?,?,?,?,?,?,?,?,?,5100,111,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5791,1701,331,180,1546,527,895,920,149,180,99,149,270,492,699,?,?,?,?,?,?,7020,2415,2,1
1198,903,1088,576,150,674,134,220,184,128,500,505,128,510,514,809,?,?,?,?,?,?,4230,3833,2,9419,1387,1254,180,253,614,335,304,815,1065,1105,815,540,559,798,130,102,798,1200,1275,809,5100,1274,3,8272,369,254,300,375,201,545,496,809,?,?,?,?,?,?,?,?,?,?,?,?,4080,137,1,11654,7457,7460,240,179,809,740,483,128,345,608,128,860,611,628,?,?,?,?,?,?,3960,79829,2,3
1199,2641,950,455,180,615,571,335,235,281,?,?,?,?,?,?,?,?,?,?,?,?,4020,1303,1,7671,922,64,240,1077,789,1040,1540,128,2480,2119,128,1210,991,281,?,?,?,?,?,?,3960,2997,2,2656,354,313,180,251,391,660,292,281,?,?,?,?,?,?,?,?,?,?,?,?,3960,3136,1,10097,1173,165,90,1033,281,1200,968,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,29,1,3
1200,2109,1722,1438,90,317,700,1625,1356,128,?,?,?,?,?,?,?,?,?,?,?,?,3780,4240,1,8064,206,100,150,202,308,620,600,128,?,?,?,?,?,?,?,?,?,?,?,?,4200,323,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,14630,701,466,180,355,128,265,180,815,225,319,815,225,160,649,?,?,?,?,?,?,4740,131,2,2
1201,8270,22664,22969,90,1174,476,1130,1233,128,?,?,?,?,?,?,?,?,?,?,?,?,3780,222,1,9646,1143,439,240,892,456,1030,957,128,?,?,?,?,?,?,?,?,?,?,?,?,3960,1345,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1704,489,20,240,665,128,815,484,332,?,?,?,?,?,?,?,?,?,?,?,?,3840,189,1,2
1202,11534,365,273,150,235,128,575,495,206,?,?,?,?,?,?,?,?,?,?,?,?,4230,667,1,4612,2621,2507,90,188,671,790,620,700,70,189,700,815,517,206,?,?,?,?,?,?,3780,18060,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13939,2533,2107,90,474,206,805,577,700,?,?,?,?,?,?,?,?,?,?,?,?,3840,122,1,2
1203,8062,1175,211,300,1211,609,905,899,597,?,?,?,?,?,?,?,?,?,?,?,?,2760,4065,1,13575,2430,1527,300,1155,308,925,842,597,?,?,?,?,?,?,?,?,?,?,?,?,2760,2571,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2051,4037,3060,90,1027,597,915,473,700,670,1127,700,915,545,332,?,?,?,?,?,?,3780,1104,2,2
1204,13105,1914,629,90,1315,700,1240,962,281,?,?,?,?,?,?,?,?,?,?,?,?,3840,1631,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7911,9154,7214,90,2100,281,1345,1186,700,2165,2232,700,815,431,123,?,?,?,?,?,?,3780,961,2,1
1205,8086,339,240,150,206,411,585,784,128,1330,1143,128,135,1371,610,?,?,?,?,?,?,4230,739,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9144,874,69,150,910,610,140,205,128,730,687,128,775,853,700,?,?,?,?,?,?,4230,14,2,1
1206,5677,611,529,150,239,134,180,865,128,?,?,?,?,?,?,?,?,?,?,?,?,4200,351,1,3450,2012,541,90,1528,700,1275,984,128,?,?,?,?,?,?,?,?,?,?,?,?,3780,214,1,3371,342,182,90,1353,579,1010,680,128,?,?,?,?,?,?,?,?,?,?,?,?,3780,143,1,7035,738,84,240,856,128,815,511,332,?,?,?,?,?,?,?,?,?,?,?,?,3840,391,1,3
1207,7076,6165,6205,300,222,371,840,733,431,645,730,431,900,799,798,?,?,?,?,?,?,1650,576,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2958,245,225,240,265,798,630,629,349,?,?,?,?,?,?,?,?,?,?,?,?,4080,1611,1,1
1208,14225,3388,2903,90,528,299,825,524,700,3350,3682,700,1440,1210,153,?,?,?,?,?,?,3780,1789,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10648,3259,425,90,2889,153,1240,848,700,165,532,700,880,523,597,?,?,?,?,?,?,3780,360,2,1
1209,11844,5943,2238,90,3735,128,1106,706,441,?,?,?,?,?,?,?,?,?,?,?,?,3780,2241,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3268,1338,1125,360,513,441,875,682,349,1030,1224,349,388,252,603,?,?,?,?,?,?,512,585,2,1
1210,13771,3115,2860,300,518,431,820,360,256,?,?,?,?,?,?,?,?,?,?,?,?,3870,498,1,39,2681,1896,300,1066,789,1050,1056,128,1460,1409,128,900,768,256,?,?,?,?,?,?,3960,1936,2,10145,507,329,150,271,485,175,242,256,?,?,?,?,?,?,?,?,?,?,?,?,1520,236,1,8097,5508,4206,90,1342,256,1240,973,700,2590,2883,700,675,204,395,?,?,?,?,?,?,3780,5784,2,3
1211,13006,976,418,90,588,700,800,409,671,?,?,?,?,?,?,?,?,?,?,?,?,3780,965,1,2776,213,195,150,129,166,130,174,128,1335,1284,128,665,688,671,?,?,?,?,?,?,4230,1226,2,4378,1069,92,240,1160,815,1020,856,671,?,?,?,?,?,?,?,?,?,?,?,?,4680,385,1,13047,2192,2023,90,210,671,820,408,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,147,1,3
1212,7760,21505,22193,90,359,233,1430,1217,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,1352,1,5288,1285,296,90,1019,256,1240,953,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,2925,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2082,1839,1729,90,152,700,695,229,561,?,?,?,?,?,?,?,?,?,?,?,?,3780,2421,1,2
1213,14530,1656,799,90,902,485,1250,830,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,608,1,14350,3132,926,90,2261,485,1250,879,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,169,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2183,4610,3914,90,726,700,705,326,403,?,?,?,?,?,?,?,?,?,?,?,?,3780,1048,1,2
1214,10336,187,32,135,249,815,285,228,485,?,?,?,?,?,?,?,?,?,?,?,?,5160,191,1,1677,869,76,240,976,456,1015,766,128,650,927,128,385,138,485,?,?,?,?,?,?,3960,441,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6794,6057,5043,90,1039,485,1240,852,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,1051,1,2
1215,8896,236,91,240,350,128,1045,876,700,?,?,?,?,?,?,?,?,?,?,?,?,3960,3,1,6160,1608,808,90,827,485,1250,875,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,12,1,8321,2151,1917,90,264,113,1105,692,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,129,1,9185,1778,1497,90,321,700,850,482,628,?,?,?,?,?,?,?,?,?,?,?,?,3780,748,1,3
1216,5033,1016,119,180,1017,597,1050,897,815,625,781,815,380,240,524,?,?,?,?,?,?,5580,1371,2,2579,346,44,240,518,815,380,226,524,?,?,?,?,?,?,?,?,?,?,?,?,5460,619,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1328,1109,526,150,679,524,185,225,128,355,319,128,120,125,361,?,?,?,?,?,?,4230,1037,2,2
1217,10869,1178,167,240,1193,815,705,669,555,?,?,?,?,?,?,?,?,?,?,?,?,5760,1056,1,7068,1540,1550,300,253,371,745,767,555,?,?,?,?,?,?,?,?,?,?,?,?,1560,136,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13739,910,213,300,953,555,1345,193,691,?,?,?,?,?,?,?,?,?,?,?,?,3050,7202,1,2
1218,11164,1708,585,420,1454,349,900,684,783,1070,1304,783,386,178,448,?,?,?,?,?,?,1454,4733,2,14555,830,561,150,338,233,1600,1217,783,2949,3335,783,228,238,448,?,?,?,?,?,?,402,1890,2,3105,3960,30,420,4214,349,269,2233,448,?,?,?,?,?,?,?,?,?,?,?,?,651,1853,1,13987,7031,6946,180,205,448,235,271,349,?,?,?,?,?,?,?,?,?,?,?,?,550,2481,1,3
1219,5366,15,61,240,140,128,150,177,134,?,?,?,?,?,?,?,?,?,?,?,?,4230,3915,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10842,54,83,230,73,134,100,83,281,?,?,?,?,?,?,?,?,?,?,?,?,2820,149,1,1
1220,3313,34676,33972,90,734,256,1240,879,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,155,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,14332,2216,1953,90,297,700,1935,1471,431,?,?,?,?,?,?,?,?,?,?,?,?,3780,1284,1,1
1221,7815,1495,692,90,831,485,1240,964,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,298,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2450,1327,821,90,546,700,930,653,742,?,?,?,?,?,?,?,?,?,?,?,?,3780,4100,1,1
1222,7374,1320,493,300,1149,308,775,672,485,?,?,?,?,?,?,?,?,?,?,?,?,1140,141,1,3913,95,14,135,156,815,285,286,485,?,?,?,?,?,?,?,?,?,?,?,?,5160,23,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5633,964,792,180,297,485,885,756,149,1115,1239,149,680,595,628,?,?,?,?,?,?,5460,2039,2,2
